 # File h.dat, created by Task#1 of TABOO on 2022.05.02 time=11.11.45
 # These h numbers are of loading type
 12       -0.80698862E+00      -0.13277946E+02      -0.93812073E-07      -0.14962485E-03      -0.21195916E-02      -0.13573829E-01      -0.49384348E-01      -0.22426180E-02      -0.20852656E+00       0.34507917E-29      -0.24621814E+01      -0.18343158E+00       0.24241895E-23      -0.49298795E-02      -0.93176653E-02      -0.12484081E-15      -0.10226194E-04      -0.59690186E-06       0.70924387E-17      -0.28763887E-03      -0.23741493E-04      -0.20920385E-20
 13       -0.84973040E+00      -0.14306375E+02      -0.11704946E-06      -0.17849674E-03      -0.20635424E-02      -0.13202302E-01      -0.77503354E-01      -0.76888635E-03      -0.29490404E+00       0.27923566E-29      -0.24709171E+01      -0.16863283E+00      -0.45750878E-23      -0.57665451E-02      -0.93741674E-02       0.74814476E-16      -0.96477474E-05      -0.14360861E-05      -0.40756439E-17      -0.23312056E-03      -0.16174565E-04       0.54687168E-21
 14       -0.89066884E+00      -0.15320806E+02      -0.14342715E-06      -0.20860483E-03      -0.19440268E-02      -0.12718139E-01      -0.11893382E+00      -0.26479944E-03      -0.40301947E+00      -0.18678133E-29      -0.24345336E+01      -0.15414147E+00      -0.74715483E-23      -0.66824083E-02      -0.92733066E-02       0.61245937E-16      -0.91963354E-05      -0.22078365E-05      -0.34787635E-17      -0.18583980E-03      -0.10921362E-04       0.53793809E-21
 15       -0.92978753E+00      -0.16318185E+02      -0.17296693E-06      -0.23931974E-03      -0.17771454E-02      -0.12152667E-01      -0.17656500E+00      -0.90065051E-04      -0.52638851E+00      -0.10086004E-28      -0.23570550E+01      -0.14024097E+00       0.69432681E-23      -0.76604661E-02      -0.90470543E-02      -0.18174686E-15      -0.88272127E-05      -0.27798488E-05       0.11949842E-16      -0.14617297E-03      -0.73381947E-05      -0.42100600E-20
 16       -0.96708814E+00      -0.17295082E+02      -0.20561580E-06      -0.26996217E-03      -0.15806331E-02      -0.11527089E-01      -0.25176918E+00      -0.27102369E-04      -0.65054384E+00       0.12126359E-28      -0.22516993E+01      -0.12714883E+00       0.23806825E-23      -0.86818260E-02      -0.87250974E-02      -0.60014342E-16      -0.85119591E-05      -0.31280923E-05       0.42054689E-17      -0.11372767E-03      -0.49191380E-05      -0.16145586E-20
 17       -0.10025851E+01      -0.18247778E+02      -0.24125995E-06      -0.29982595E-03      -0.13714739E-02      -0.10856602E-01      -0.14862574E-04      -0.34344480E+00      -0.75732402E+00       0.13487598E-29      -0.21378041E+01      -0.11501719E+00      -0.57535543E-23      -0.97260680E-02      -0.83338916E-02       0.79671270E-16      -0.82317408E-05      -0.32779590E-05      -0.57321963E-17      -0.87701959E-04      -0.32952694E-05       0.18083808E-20
 18       -0.10363031E+01      -0.19172270E+02      -0.27970857E-06      -0.32820286E-03      -0.11640778E-02      -0.10153429E-01      -0.45454309E-05      -0.44781811E+00      -0.83214861E+00      -0.76894585E-30      -0.20338893E+01      -0.10393641E+00      -0.45211349E-23      -0.10771815E-01      -0.78961526E-02       0.66388869E-16      -0.79735736E-05      -0.32720657E-05      -0.50897136E-17      -0.67139266E-04      -0.22082440E-05       0.16797000E-20
 19       -0.10682756E+01      -0.20064337E+02      -0.32070012E-06      -0.35440843E-03      -0.96923538E-03      -0.94287098E-02      -0.15550167E-05      -0.55909349E+00      -0.86876268E+00       0.32055243E-29      -0.19522124E+01      -0.93942626E-01       0.17142421E-23      -0.11797430E-01      -0.74307475E-02      -0.34735972E-16      -0.77282045E-05      -0.31542880E-05       0.29368773E-17      -0.51084720E-04      -0.14812811E-05      -0.12974759E-20
 20       -0.10985442E+01      -0.20919586E+02      -0.36389600E-06      -0.37780742E-03      -0.79386341E-03      -0.86933613E-02      -0.54055307E-06      -0.67087974E+00      -0.86894939E+00      -0.41511354E-29      -0.18976817E+01      -0.85027749E-01      -0.40619203E-23      -0.12781781E-01      -0.69528766E-02      -0.35371175E-16      -0.74888890E-05      -0.29628850E-05       0.35948683E-17      -0.38667913E-04      -0.99501423E-06      -0.26389226E-20
 21       -0.11271578E+01      -0.21733513E+02      -0.40886841E-06      -0.39783796E-03      -0.64138053E-03      -0.79582013E-02      -0.18874222E-06      -0.77750362E+00      -0.83935011E+00      -0.86051303E-30      -0.18696938E+01      -0.77150170E-01       0.83060016E-23      -0.13704993E-01      -0.64744276E-02      -0.17012777E-15      -0.72506728E-05      -0.27283604E-05       0.16304821E-16      -0.29137761E-04      -0.66944607E-06      -0.74565523E-20
 22       -0.11541714E+01      -0.22501624E+02      -0.45513362E-06      -0.41403297E-03      -0.51245587E-03      -0.72336342E-02      -0.65949866E-07      -0.87479420E+00      -0.78829945E+00       0.76942355E-29      -0.18645017E+01      -0.70244980E-01       0.76151192E-24      -0.14549153E-01      -0.60044131E-02      -0.23699295E-16      -0.70099605E-05      -0.24735866E-05       0.24831660E-17      -0.21869153E-04      -0.45117170E-06      -0.13450310E-20
 23       -0.11796457E+01      -0.23219494E+02      -0.50213138E-06      -0.42603773E-03      -0.40587314E-03      -0.65291908E-02      -0.23014961E-07      -0.96024378E+00      -0.72386591E+00      -0.69362467E-29      -0.18769978E+01      -0.64232877E-01       0.62188958E-24      -0.15298897E-01      -0.55494256E-02      -0.17737044E-16      -0.67642469E-05      -0.22148583E-05       0.19733586E-17      -0.16354763E-04      -0.30459572E-06      -0.11274974E-20
 24       -0.12036456E+01      -0.23882895E+02      -0.54926164E-06      -0.43362269E-03      -0.31932141E-03      -0.58531171E-02      -0.80095150E-08      -0.10327646E+01      -0.65294971E+00       0.60665367E-29      -0.19018457E+01      -0.59027418E-01       0.58511788E-23      -0.15941868E-01      -0.51140731E-02      -0.14056698E-15      -0.65119393E-05      -0.19631998E-05       0.16414675E-16      -0.12190302E-04      -0.20599665E-06      -0.82710257E-20
 25       -0.12262396E+01      -0.24487876E+02      -0.59587435E-06      -0.43669059E-03      -0.25001348E-03      -0.52121076E-02      -0.27758768E-08      -0.10922982E+01      -0.58096623E+00      -0.73244614E-29      -0.19341744E+01      -0.54540553E-01       0.50502552E-24      -0.16468993E-01      -0.47013717E-02      -0.15750002E-16      -0.62522270E-05      -0.17256133E-05       0.21150383E-17      -0.90579537E-05      -0.13955382E-06      -0.16406425E-20
 26       -0.12474985E+01      -0.25030874E+02      -0.64129286E-06      -0.43527750E-03      -0.19510942E-03      -0.46112035E-02      -0.95671542E-09      -0.11394418E+01      -0.51180609E+00       0.39901500E-29      -0.19699811E+01      -0.50686567E-01      -0.11210678E-23      -0.16874605E-01      -0.43130879E-02       0.31477112E-16      -0.59849757E-05      -0.15061433E-05      -0.42091334E-17      -0.67104704E-05      -0.94701812E-07       0.23395535E-20
 27       -0.12674943E+01      -0.25508831E+02      -0.68485415E-06      -0.42954769E-03      -0.15196877E-03      -0.40538293E-02      -0.32742861E-09      -0.11751591E+01      -0.44795082E+00       0.12536178E-29      -0.20062967E+01      -0.47384688E-01       0.40902134E-23      -0.17156383E-01      -0.39500271E-02      -0.41767771E-16      -0.57106296E-05      -0.13067311E-05       0.56101062E-17      -0.49570799E-05      -0.64373030E-07      -0.21673916E-20
 28       -0.12862995E+01      -0.25919253E+02      -0.72589405E-06      -0.41978268E-03      -0.11827440E-03      -0.35419250E-02      -0.11110526E-09      -0.12005815E+01      -0.39069797E+00      -0.17509932E-29      -0.20411518E+01      -0.44560606E-01       0.25969474E-23      -0.17315157E-01      -0.36122721E-02      -0.15292845E-16      -0.54301183E-05      -0.11278707E-05       0.19902694E-17      -0.36515553E-05      -0.43831018E-07      -0.15511819E-21
 29       -0.13039861E+01      -0.26260316E+02      -0.76380739E-06      -0.40636516E-03      -0.92070897E-04      -0.30761327E-02      -0.37320713E-10      -0.12168831E+01      -0.34044857E+00      -0.48468614E-29      -0.20734105E+01      -0.42147199E-01       0.13719845E-23      -0.17354584E-01      -0.32993768E-02      -0.94143827E-17      -0.51447625E-05      -0.96909954E-06       0.13154030E-17      -0.26824265E-05      -0.29895548E-07      -0.10454947E-21
 30       -0.13206250E+01      -0.26530893E+02      -0.79802628E-06      -0.38975888E-03      -0.71753031E-04      -0.26560049E-02      -0.12390124E-10      -0.12252074E+01      -0.29700023E+00       0.14480892E-29      -0.21025463E+01      -0.40084679E-01      -0.14944238E-23      -0.17280747E-01      -0.30105200E-02       0.32633244E-16      -0.48561806E-05      -0.82935462E-06      -0.54847798E-17      -0.19651147E-05      -0.20427277E-07       0.29450647E-20
 31       -0.13362852E+01      -0.26730622E+02      -0.82807825E-06      -0.37048578E-03      -0.56028755E-04      -0.22802140E-02      -0.40593079E-11      -0.12266282E+01      -0.25979954E+00      -0.80608897E-30      -0.21284275E+01      -0.38320373E-01      -0.59910414E-25      -0.17101695E-01      -0.27446263E-02       0.22498136E-16      -0.45661968E-05      -0.70722718E-06      -0.40918018E-17      -0.14357067E-05      -0.13984434E-07       0.24030302E-20
 32       -0.13510336E+01      -0.26859888E+02      -0.85356031E-06      -0.34910192E-03      -0.43872886E-04      -0.19467500E-02      -0.13106269E-11      -0.12221315E+01      -0.22813132E+00       0.57544966E-29      -0.21511452E+01      -0.36808270E-01       0.86238772E-24      -0.16826963E-01      -0.25004596E-02       0.32329574E-16      -0.42767535E-05      -0.60113947E-06      -0.63150984E-17      -0.10460832E-05      -0.95936734E-08       0.39838200E-20
 33       -0.13649343E+01      -0.26919845E+02      -0.87418550E-06      -0.32617367E-03      -0.34480369E-04      -0.16530994E-02      -0.41653532E-12      -0.12126089E+01      -0.20124385E+00       0.77624567E-29      -0.21708938E+01      -0.35508454E-01       0.36458731E-24      -0.16467109E-01      -0.22766941E-02       0.27277192E-17      -0.39898296E-05      -0.50946491E-06      -0.53487696E-18      -0.76013901E-06      -0.65968081E-08       0.20701865E-21
 34       -0.13780486E+01      -0.26912361E+02      -0.88976153E-06      -0.30225551E-03      -0.27223772E-04      -0.13964036E-02      -0.13019469E-12      -0.11988594E+01      -0.17842193E+00       0.82465862E-30      -0.21878980E+01      -0.34386486E-01      -0.76229512E-23      -0.16033272E-01      -0.20719676E-02       0.71824495E-16      -0.37073680E-05      -0.43060698E-06      -0.14170813E-16      -0.55087030E-06      -0.45480818E-08       0.51555736E-20
 35       -0.13904344E+01      -0.26839991E+02      -0.90022866E-06      -0.27787055E-03      -0.21616809E-04      -0.11735965E-02      -0.40001949E-13      -0.11815929E+01      -0.15902299E+00      -0.11526433E-29      -0.22023730E+01      -0.33412795E-01       0.50762539E-23      -0.15536783E-01      -0.18849202E-02      -0.51362266E-16      -0.34312131E-05      -0.36304871E-06       0.10911186E-16      -0.39814277E-06      -0.31451733E-08      -0.49459798E-20
 36       -0.14021466E+01      -0.26705879E+02      -0.90560774E-06      -0.25349479E-03      -0.17284199E-04      -0.98152014E-03      -0.12079925E-13      -0.11614375E+01      -0.14248972E+00      -0.47911385E-29      -0.22145067E+01      -0.32562101E-01       0.41359774E-23      -0.14988835E-01      -0.17142221E-02      -0.56388081E-16      -0.31630593E-05      -0.30538144E-06       0.12623078E-16      -0.28698939E-06      -0.21827665E-08      -0.55747105E-20
 37       -0.14132367E+01      -0.26513695E+02      -0.90603081E-06      -0.22954527E-03      -0.13937387E-04      -0.81702087E-03      -0.35864557E-14      -0.11389456E+01      -0.12834944E+00       0.22037015E-28      -0.22244554E+01      -0.31812872E-01       0.57107559E-26      -0.14400208E-01      -0.15585931E-02      -0.43653920E-16      -0.29044119E-05      -0.25631932E-06       0.10698809E-16      -0.20631739E-06      -0.15212465E-08      -0.58870013E-20
 38       -0.14237530E+01      -0.26267534E+02      -0.90171491E-06      -0.20637260E-03      -0.11355381E-04      -0.67702655E-03      -0.10475424E-14      -0.11146011E+01      -0.11620685E+00      -0.51516670E-29      -0.22323452E+01      -0.31146848E-01       0.78032833E-24      -0.13781061E-01      -0.14168146E-02       0.21123582E-16      -0.26565596E-05      -0.21470403E-06      -0.56635620E-17      -0.14792970E-06      -0.10655601E-08       0.37598232E-20
 39       -0.14337404E+01      -0.25971823E+02      -0.89296580E-06      -0.18425725E-03      -0.93698973E-05      -0.55860607E-03      -0.30130785E-15      -0.10888263E+01      -0.10573408E+00      -0.26070467E-29      -0.22382776E+01      -0.30548611E-01       0.93204841E-24      -0.13140784E-01      -0.12877377E-02      -0.76936135E-16      -0.24205576E-05      -0.17950315E-06       0.20755733E-16      -0.10578693E-06      -0.75091636E-09      -0.11769428E-19
 40       -0.14432409E+01      -0.25631208E+02      -0.88013169E-06      -0.16340939E-03      -0.78541382E-05      -0.45901285E-03      -0.85451558E-16      -0.10619881E+01      -0.96660446E-01      -0.36671062E-29      -0.22423343E+01      -0.30005197E-01      -0.36875914E-23      -0.12487893E-01      -0.11702866E-02       0.11223770E-15      -0.21972217E-05      -0.14980446E-06      -0.30728210E-16      -0.75452560E-07      -0.53310176E-09       0.14723892E-19
 41       -0.14522932E+01      -0.25250473E+02      -0.86362167E-06      -0.14397118E-03      -0.67147240E-05      -0.37571403E-03      -0.23928362E-16      -0.10344033E+01      -0.88762882E-01       0.54532278E-29      -0.22445833E+01      -0.29505769E-01      -0.11583230E-22      -0.11829982E-01      -0.10634603E-02       0.13095396E-15      -0.19871306E-05      -0.12480782E-06      -0.36036715E-16      -0.53677157E-07      -0.38191128E-09       0.13873584E-19
 42       -0.14609333E+01      -0.24834433E+02      -0.84386227E-06      -0.12602039E-03      -0.58867027E-05      -0.30640716E-03      -0.66258526E-17      -0.10063448E+01      -0.81857535E-01       0.51871702E-29      -0.22450829E+01      -0.29041317E-01       0.15253847E-22      -0.11173702E-01      -0.96633123E-03      -0.20801432E-15      -0.17906359E-05      -0.10381575E-06       0.59896270E-16      -0.38087798E-07      -0.27669069E-09      -0.23595839E-19
 43       -0.14691942E+01      -0.24387869E+02      -0.82132679E-06      -0.10957358E-03      -0.53322753E-05      -0.24902639E-03      -0.18170493E-17      -0.97804578E+00      -0.75792657E-01       0.28909459E-29      -0.22438857E+01      -0.28604403E-01      -0.15781162E-22      -0.10524780E-01      -0.87804360E-03       0.23019052E-15      -0.16078779E-05      -0.86223619E-07      -0.69169981E-16      -0.26956750E-07      -0.20331083E-09       0.27895671E-19
 44       -0.14771066E+01      -0.23915427E+02      -0.79644006E-06      -0.94585159E-04      -0.50456496E-05      -0.20174021E-03      -0.49423106E-18      -0.94970428E+00      -0.70442699E-01       0.45759317E-29      -0.22410410E+01      -0.28188933E-01      -0.33652802E-23      -0.98880508E-02      -0.79781001E-03       0.16771454E-16      -0.14388054E-05      -0.71509778E-07      -0.49742853E-17      -0.19029746E-07      -0.15210779E-09       0.15194194E-20
 45       -0.14846985E+01      -0.23421590E+02      -0.76966109E-06      -0.80934261E-04      -0.50714585E-05      -0.16294257E-03      -0.13351702E-18      -0.92148744E+00      -0.65703471E-01      -0.46885105E-29      -0.22365975E+01      -0.27789965E-01       0.47854034E-23      -0.92675124E-02      -0.72490798E-03       0.96990737E-17      -0.12831991E-05      -0.59226112E-07      -0.42969644E-17      -0.13398882E-07      -0.11650253E-09       0.45086739E-20
 46       -0.14919956E+01      -0.22910602E+02      -0.74140647E-06      -0.68374306E-04      -0.55608603E-05      -0.13123933E-03      -0.35870808E-19      -0.89353497E+00      -0.61488207E-01      -0.39228931E-29      -0.22306036E+01      -0.27403529E-01       0.36993313E-23      -0.86663911E-02      -0.65867595E-03      -0.91500836E-16      -0.11406955E-05      -0.48989179E-07       0.31470135E-16      -0.94088306E-08      -0.92073806E-10      -0.14839000E-19
 47       -0.14990217E+01      -0.22386450E+02      -0.71209313E-06      -0.56357565E-04      -0.69526883E-05      -0.10543149E-03      -0.95949129E-20      -0.86596253E+00      -0.57724374E-01      -0.54231819E-29      -0.22231094E+01      -0.27026483E-01       0.10443297E-22      -0.80872108E-02      -0.59850918E-03      -0.18896397E-15      -0.10108127E-05      -0.40472038E-07       0.65919618E-16      -0.65878087E-08      -0.75991719E-10      -0.27696251E-19
 48       -0.15057983E+01      -0.21852818E+02      -0.68207066E-06      -0.43413115E-04      -0.10600764E-04      -0.84496723E-04      -0.25578432E-20      -0.83886464E+00      -0.54351102E-01       0.53500640E-29      -0.22141663E+01      -0.26656381E-01       0.10898101E-23      -0.75318678E-02      -0.54385570E-03       0.18713360E-16      -0.89297387E-06      -0.33396828E-07      -0.68975601E-17      -0.45968237E-08      -0.66785737E-10       0.29623637E-20
 49       -0.15123452E+01      -0.21313088E+02      -0.65168067E-06      -0.26122051E-04      -0.19803320E-04      -0.67570150E-04      -0.68017182E-21      -0.81231743E+00      -0.51317097E-01      -0.42934510E-29      -0.22038277E+01      -0.26291357E-01       0.46870707E-23      -0.70017043E-02      -0.49421224E-03      -0.56579987E-16      -0.78653139E-06      -0.27528115E-07       0.20965464E-16      -0.31921049E-08      -0.64678926E-10      -0.89031090E-20
 50       -0.15186804E+01      -0.20770319E+02      -0.62121017E-06      -0.87936567E-05      -0.30130683E-04      -0.53925421E-04      -0.18055039E-21      -0.78638104E+00      -0.48578963E-01      -0.14145495E-28      -0.21921488E+01      -0.25930029E-01       0.65484702E-23      -0.64975796E-02      -0.44912039E-03      -0.80612000E-16      -0.69078787E-06      -0.22666965E-07       0.30187492E-16      -0.21956885E-08      -0.73895438E-10      -0.11002736E-19
 51       -0.15248203E+01      -0.20227260E+02      -0.59092931E-06      -0.23862492E-05      -0.30507494E-04      -0.42956559E-04      -0.47872401E-22      -0.76110173E+00      -0.46099833E-01      -0.19189678E-28      -0.21791863E+01      -0.25571414E-01       0.24851677E-22      -0.60199388E-02      -0.40816294E-03      -0.28371961E-15      -0.60501555E-06      -0.18645725E-07       0.10837086E-15      -0.14616811E-08      -0.11672427E-09      -0.37457446E-19
 52       -0.15307801E+01      -0.19686346E+02      -0.56105639E-06      -0.77030195E-06      -0.26951874E-04      -0.34161080E-04      -0.12685460E-22      -0.73651388E+00      -0.43848264E-01       0.10148724E-28      -0.21649986E+01      -0.25214854E-01       0.43277592E-23      -0.55688753E-02      -0.37096042E-03      -0.70700084E-16      -0.52847334E-06      -0.15323441E-07       0.28043059E-16      -0.73994143E-09      -0.35560426E-09      -0.10342217E-19
 53       -0.15365733E+01      -0.19149709E+02      -0.53177028E-06      -0.29357727E-06      -0.23011882E-04      -0.27124638E-04      -0.33608049E-23      -0.71264162E+00      -0.41797333E-01      -0.97281773E-29      -0.21496448E+01      -0.24859953E-01       0.45848729E-23      -0.51441896E-02      -0.33716784E-03      -0.54959885E-17      -0.46042120E-06      -0.12581881E-07       0.17366662E-17      -0.88492558E-10      -0.67044667E-09       0.12159128E-21
 54       -0.15422122E+01      -0.18619201E+02      -0.50322567E-06      -0.12528436E-06      -0.19422358E-04      -0.21507295E-04      -0.89056920E-24      -0.68950040E+00      -0.39923899E-01       0.40160427E-29      -0.21331851E+01      -0.24506526E-01       0.76763212E-23      -0.47454411E-02      -0.30647169E-03      -0.71131093E-16      -0.40013228E-06      -0.10322078E-07       0.28490182E-16      -0.12106948E-10      -0.51266786E-09      -0.76498086E-20
 55       -0.15477083E+01      -0.18096411E+02      -0.47556033E-06      -0.57758282E-07      -0.16303731E-04      -0.17031449E-04      -0.23606892E-24      -0.66709832E+00      -0.38207997E-01       0.71510605E-29      -0.21156799E+01      -0.24154549E-01       0.15547164E-22      -0.43719952E-02      -0.27858718E-03      -0.16725132E-15      -0.34690259E-06      -0.84613583E-08       0.69660062E-16      -0.27119455E-11      -0.35949208E-09      -0.21570754E-19
 56       -0.15530716E+01      -0.17582669E+02      -0.44884198E-06      -0.28132166E-07      -0.13640458E-04      -0.13471347E-04      -0.62639223E-25      -0.64543727E+00      -0.36632341E-01      -0.41379744E-29      -0.20971896E+01      -0.23804128E-01      -0.30178833E-25      -0.40230644E-02      -0.25325565E-03      -0.14649856E-16      -0.30005852E-06      -0.69307844E-08       0.65477879E-17      -0.75620464E-12      -0.24880242E-09      -0.27949529E-20
 57       -0.15583114E+01      -0.17079088E+02      -0.42315373E-06      -0.14271735E-07      -0.11384894E-04      -0.10644107E-04      -0.16600821E-25      -0.62451400E+00      -0.35181909E-01      -0.44389002E-29      -0.20777747E+01      -0.23455460E-01      -0.17747765E-22      -0.36977446E-02      -0.23024225E-03       0.91166833E-16      -0.25896243E-06      -0.56729811E-08      -0.37822529E-16      -0.23190706E-12      -0.17142267E-09       0.80742489E-20
 58       -0.15634362E+01      -0.16586576E+02      -0.39854682E-06      -0.74696809E-08      -0.94841900E-05      -0.84020831E-05      -0.44122277E-26      -0.60432100E+00      -0.33843607E-01       0.51583952E-29      -0.20574949E+01      -0.23108809E-01       0.21766306E-23      -0.33950462E-02      -0.20933373E-03       0.49895497E-16      -0.22301644E-06      -0.46402708E-08      -0.23907054E-16      -0.73390792E-13      -0.11780273E-09       0.11116913E-19
 59       -0.15684534E+01      -0.16105849E+02      -0.37504420E-06      -0.40068599E-08      -0.78881858E-05      -0.66264472E-05      -0.11947066E-26      -0.58484729E+00      -0.32605978E-01       0.34830733E-29      -0.20364091E+01      -0.22764487E-01       0.38474833E-23      -0.31139204E-02      -0.19033652E-03      -0.12397653E-15      -0.19166476E-06      -0.37930967E-08       0.58304900E-16      -0.25873483E-13      -0.80792046E-10      -0.22663330E-19
 60       -0.15733701E+01      -0.15637461E+02      -0.35266097E-06      -0.21923633E-08      -0.65517381E-05      -0.52218344E-05      -0.31269362E-27      -0.56607907E+00      -0.31458974E-01       0.14725537E-28      -0.20145754E+01      -0.22422829E-01       0.62253488E-23      -0.28532822E-02      -0.17307492E-03      -0.12959945E-15      -0.16439471E-06      -0.30986859E-08       0.61122006E-16      -0.91310747E-14      -0.55316226E-10      -0.21448584E-19
 61       -0.15781923E+01      -0.15181821E+02      -0.33140221E-06      -0.12192459E-08      -0.54351940E-05      -0.41119024E-05      -0.47419772E-28      -0.54800033E+00      -0.30393745E-01      -0.10388719E-28      -0.19920504E+01      -0.22084186E-01       0.19274175E-23      -0.26120291E-02      -0.15738942E-03      -0.13924582E-15      -0.14073673E-06      -0.25299288E-08       0.68494777E-16      -0.43443104E-14      -0.37813638E-10      -0.27710793E-19
 62       -0.15829256E+01      -0.14739206E+02      -0.31124679E-06      -0.68734124E-09      -0.45041926E-05      -0.32356770E-05      -0.24823742E-28      -0.53059335E+00      -0.29402485E-01       0.35071938E-28      -0.19688895E+01      -0.21748909E-01       0.19129519E-22      -0.23890565E-02      -0.14313526E-03      -0.12117762E-15      -0.12026350E-06      -0.20644256E-08       0.55787760E-16      -0.19603789E-14      -0.25811863E-10      -0.13222773E-19
 63       -0.15875752E+01      -0.14309784E+02      -0.29218852E-06      -0.39196596E-09      -0.37292211E-05      -0.25445570E-05       0.17157257E-29      -0.51383911E+00      -0.28478279E-01      -0.12794530E-28      -0.19451467E+01      -0.21417340E-01       0.12486492E-22      -0.21832708E-02      -0.13018101E-03      -0.14526009E-15      -0.10258850E-06      -0.16836934E-08       0.70912958E-16      -0.24752013E-14      -0.17593282E-10      -0.22933594E-19
 64       -0.15921455E+01      -0.13893619E+02      -0.27417569E-06      -0.22573615E-09      -0.30850925E-05      -0.19998753E-05       0.91742735E-29      -0.49771764E+00      -0.27614991E-01      -0.33775315E-28      -0.19208742E+01      -0.21089807E-01       0.28932242E-22      -0.19935991E-02      -0.11840742E-03      -0.31816538E-15      -0.87363991E-07      -0.13724984E-08       0.15821727E-15      -0.56257580E-14      -0.11972433E-10      -0.53031168E-19
